,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
16,0.0,@BBC,1.0,0.0,0.0,@JRMCopeland @therealktash @cdeaker @paul__johnson @BBCNews @BBC @Channel4News @afneil @AndrewMarr9 @carolecadwalla… https://t.co/SLVGA0xF2p,17
17,-0.5945,@BBC,0.838,0.162,0.0,RT @oldmanbigkid: @DonaldFrump @Channel4News @BBC @BBCNewsnight There will be more on the cheating story on the BBC 10pm news they’ve said.…,18
18,0.0,@BBC,1.0,0.0,0.0,"RT @oldmanbigkid: @DonaldFrump @Channel4News @BBC @BBCNewsnight I've listened to three BBC radio 2 news broadcasts since this evidence, and…",19
19,0.6124,@BBC,0.826,0.0,0.174,RT @arydigitalasia: What are your thoughts about this brave actress? Tell us in the comments below. @TheMahiraKhan @BBCHARDtalk @BBC #AryDi…,20
20,0.0,@BBC,1.0,0.0,0.0,@carolecadwalla @BBC You’ve gone full Mensch.,21
21,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,22
22,-0.9136,@BBC,0.606,0.394,0.0,"RT @W_McPrivilege: Hey @BBC 
A screenshot from your website defines what racism is, and says racism is a crime. The next screenshot demonst…",23
23,-0.6249,@BBC,0.83,0.17,0.0,"RT @BBC: Filmed in Nottingham during the worst winter for the NHS on record, groundbreaking series #Hospital returns tonight. 

Hospital |…",24
24,-0.926,@BBC,0.545,0.455,0.0,RT @richiefreddy: WTF is wrong with Israelis that they are so cruel? @jstreetdotorg @jdforward @Jerusalem_Post @washingtonpost @RawStory @p…,25
25,0.0,@BBC,1.0,0.0,0.0,@BBCNews @BBC @CNN @DailyMailUK @TheSun @welt @FRANCE24 @afpfr @RaiNews https://t.co/vqgZDjUI4l,26
26,0.0,@BBC,1.0,0.0,0.0,@roadidendren @carolecadwalla @BBC @facebook @CamAnalytica I don’t get *any* of my opinions from Facebook. As I sai… https://t.co/Nix7iXbJVL,27
27,0.0,@BBC,1.0,0.0,0.0,@arydigitalasia @TheMahiraKhan @BBCHARDtalk @BBC Just proud✌👍 @TheMahiraKhan,28
28,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,29
29,0.7506,@BBC,0.637,0.064,0.299,"Dear @BBC if you can’t report on stuff that interests me, like the manner in which the EU referendum was skewed, please cancel my licence.",30
30,-0.5859,@BBC,0.745,0.255,0.0,RT @SexyUkip: @richiefreddy @HuntedTeamNick @BBCNews @BBC @washingtonpost @euronews @thetimes @nytimes There is something seriously wrong h…,31
31,0.1926,@BBC,0.794,0.084,0.122,@AnthonyMortlock Seriously? You just noticed? The @BBC are state sponsored propogandists. We in Scotland are well u… https://t.co/tQr0jEBrNS,32
32,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,33
33,0.0,@BBC,1.0,0.0,0.0,RT @carolecadwalla: Last week's story about about Facebook? The one that wiped $79 billion off the stock price? It was dropped by @BBC's Pa…,34
34,0.6124,@BBC,0.826,0.0,0.174,RT @arydigitalasia: What are your thoughts about this brave actress? Tell us in the comments below. @TheMahiraKhan @BBCHARDtalk @BBC #AryDi…,35
35,-0.926,@BBC,0.49,0.51,0.0,WTF is wrong with Israelis that they are so cruel? @jstreetdotorg @jdforward @Jerusalem_Post @washingtonpost… https://t.co/KBIFkWS1CT,36
36,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,37
37,0.9231,@BBC,0.588,0.0,0.412,RT @cbukhelp: Congratulations to 'Being Mum &amp; Dad' winning @RTS_media award. Thank you to the @BBC and New Era Global Productions for invol…,38
38,0.0,@BBC,1.0,0.0,0.0,RT @COutwin: @m2m_johnlewis @RealNatalieRowe @DArcyTiP @carolecadwalla @CommonsCMS @amolrajanBBC @Independent @BBC @tory Correct. ⤵️ https:…,39
39,-0.6249,@BBC,0.785,0.215,0.0,Look the police at Catalonia. Violence @libe @cnnbrk @BBC @TIME @nytimesES @CBSNews @lemondefr @CNN @DerSPIEGEL… https://t.co/PwH2Qfnzdc,40
40,0.0,@BBC,1.0,0.0,0.0,@therealktash @cdeaker @Robbie_Wallis1 @paul__johnson @BBCNews @BBC @Channel4News @afneil @AndrewMarr9… https://t.co/3fDftwiyRT,41
41,0.0,@BBC,1.0,0.0,0.0,@BBCNews @BBC @bbcnickrobinson @JPonpolitics @maitlis @BBCr4today @sarahsands100 #CambridgeAnalytica https://t.co/OXIwYHzUCG,42
42,0.0,@BBC,1.0,0.0,0.0,@carolecadwalla @thatginamiller @BBC Isn't that you.,43
43,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,44
44,-0.6369,@BBC,0.694,0.226,0.08,"I’m sure even if the station hit the ground and several people were dead, @BBC would say: “Should we be worried? -… https://t.co/DbVudQl76V",45
45,-0.296,@BBC,0.891,0.109,0.0,"If only you would hold @BBC Teachins, such skills no longer apparent. Most report headlines looking for stories. https://t.co/DlNNAYXWWo",46
46,0.3612,@BBC,0.622,0.158,0.22,RT @CasementAbu: .@AntrimLens given recent scare  this is worth a watch. Worrying but good to know the science @bbc https://t.co/ZyefKYpgBI,47
47,0.6369,@BBC,0.763,0.0,0.237,"RT @carolecadwalla: Dear @bbc, if you want to ""balance"" my investigation with someone from the ""other side, please note ""the other side"" is…",48
48,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,49
49,0.0,@BBC,1.0,0.0,0.0,@EU_Commission @TimmermansEU @guyverhofstadt @welt @BBC @CNN @CDU @RaiNews @ZDF @berlinerzeitung @SPIEGELONLINE… https://t.co/iutldNmb4S,50
50,0.0516,@BBC,0.784,0.103,0.113,The only reason that @BBC would drop a news story is b/c the truth works against globalist agenda. https://t.co/dNz60hE1aL,51
51,0.0,@BBC,1.0,0.0,0.0,RT @smsdoc: @HenryCPorter @mrplannings @BBCNews You won’t get away with this sort of thing you know @BBC for ever #bbcbias,52
52,0.4939,@BBC,0.722,0.082,0.196,@TheRAFClub @McgColin @mcgregor_ewan @BBC @RoyalAirForce This was a brilliant piece of film. Anyone who moans about… https://t.co/j4eyDXR8w1,53
53,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,54
54,0.0,@BBC,1.0,0.0,0.0,RT @carolecadwalla: Last week's story about about Facebook? The one that wiped $79 billion off the stock price? It was dropped by @BBC's Pa…,55
55,0.3612,@BBC,0.588,0.172,0.24,.@AntrimLens given recent scare  this is worth a watch. Worrying but good to know the science @bbc https://t.co/ZyefKYpgBI,56
56,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,57
57,-0.3612,@BBC,0.857,0.143,0.0,"@roadidendren @carolecadwalla @BBC @facebook @CamAnalytica That’s not emotion, it’s simply a fact. What you suggest is ludicrous",58
58,-0.5423,@BBC,0.868,0.132,0.0,"RT @corbynforpm: The @BBC dress Corbyn up as a Russian whilst at the same time declaring Russia as our country's enemy.
The same @BBC dress…",59
59,0.0,@BBC,1.0,0.0,0.0,"RT @SoftDvil: Just listened to @BBCNews summary on Alexa. You can get details on relative of football player crashing his new Ferrari, but…",60
60,0.6369,@BBC,0.763,0.0,0.237,"RT @carolecadwalla: Dear @bbc, if you want to ""balance"" my investigation with someone from the ""other side, please note ""the other side"" is…",61
61,0.0,@BBC,1.0,0.0,0.0,@saranoh_says @BBC  https://t.co/60Ot83Y8jJ,62
62,0.0,@BBC,1.0,0.0,0.0,@roadidendren @carolecadwalla @BBC @facebook @CamAnalytica It’s not about me. It’s not about you. This isn’t about… https://t.co/04sjComKaw,63
63,0.0,@BBC,1.0,0.0,0.0,RT @BBC: ❤️ The first polar bear cub to be born in the UK for 25 years has been filmed adapting to its surroundings. https://t.co/EsxbH18cN5,64
64,0.4404,@BBC,0.791,0.0,0.209,@BBC I need a third series of Mum you better not let me down,65
65,0.0,@BBC,1.0,0.0,0.0,RT @HOLLMANMORRIS: En este momento con @LucyAAsh de @BBC hablando sobre el clientelismo en Colombia. https://t.co/PWdxbpppzx,66
66,0.0,@BBC,1.0,0.0,0.0,@BBC @theJeremyVine  Eggheads quiz tonight:  Which country was first to give women the vote ?  ans .Australia...… https://t.co/sEZcVj8MRb,67
67,0.0,@BBC,1.0,0.0,0.0,RT @MGasmiaRamzi: @LinaCovfefe @cjsienna55 @Eagle50425849 @curtainpullback @JSinghF @Icon99558924 @PerryVered @JLadstone @OhRoyalOne @shais…,68
68,0.0,@BBC,1.0,0.0,0.0,@LinaCovfefe @cjsienna55 @Eagle50425849 @curtainpullback @JSinghF @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/HLuDqL7p0g,69
69,0.0,@BBC,1.0,0.0,0.0,@LinaCovfefe @Eagle50425849 @curtainpullback @JSinghF @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/ULxWiUG4EF,70
70,0.0,@BBC,1.0,0.0,0.0,@JRMCopeland @cdeaker @Robbie_Wallis1 @paul__johnson @BBCNews @BBC @Channel4News @afneil @AndrewMarr9… https://t.co/AxxVwn8MGR,71
71,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,72
72,0.6369,@BBC,0.792,0.0,0.208,#LesleyManville #PeterMullan you make my heart sing @BBC #mum is one of the best things on TV,73
73,0.0,@BBC,1.0,0.0,0.0,@cjsienna55 @Eagle50425849 @curtainpullback @JSinghF @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/tC0jsEyNgk,74
74,-0.4404,@BBC,0.873,0.127,0.0,RT @LumSSN: The collective madness of all those who took part in the elections in #Cameroun especially those councillors from #SouthernCame…,75
75,-0.9496,@BBC,0.471,0.529,0.0,"@MohamedBinZayed Dealing with SAVAGE KOREAN DOG EATERS IS A DISGRACE TO ANY COUNTRY , BAN THE SAVAGE DOG EATER… https://t.co/0YBVITxoIX",76
76,-0.296,@BBC,0.864,0.136,0.0,@oldmanbigkid @DonaldFrump @Channel4News @BBC @BBCNewsnight No some footballer family member crashed his brand new… https://t.co/jKQumgVBhu,77
77,0.0,@BBC,1.0,0.0,0.0,@LinaCovfefe @Eagle50425849 @curtainpullback @JSinghF @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/qg4bT3ITQA,78
78,-0.3204,@BBC,0.675,0.211,0.114,"RT @Robbie_Wallis1: @therealktash @paul__johnson @BBCNews Interesting, isn't it?
Looks like we need to abandon the @BBC and choose @Channel…",79
79,0.0516,@BBC,0.726,0.132,0.141,@back_the_BBC @anitathetweeter @Telegraph @BBC Because admitting to your own faults is not half as much fun as bait… https://t.co/qAiGdK2f7L,80
80,0.0,@BBC,1.0,0.0,0.0,RT @LiHongKuan: @Hello_JuneSnow @voacantonese @RFA_Chinese @BBC @bbcchinese @AFP @WSJ @GO_GO_60 @LiuGang8964 @Lionmounts @truth8964 @boxun…,81
81,0.0,@BBC,1.0,0.0,0.0,RT @LinaCovfefe: @Eagle50425849 @curtainpullback @JSinghF @cjsienna55 @Icon99558924 @PerryVered @JLadstone @OhRoyalOne @shaistasalam1 @Daus…,82
82,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,83
83,-0.6739,@BBC,0.708,0.292,0.0,@Telegraph FFS don't use @BBC everyone knows this is all we've got,84
84,0.7096,@BBC,0.595,0.093,0.312,RT @carolecadwalla: To clarify: I love @BBC. Many valid journalistic reasons why it's difficult to cover certain subjects in certain contex…,85
85,0.0,@BBC,1.0,0.0,0.0,@Eagle50425849 @curtainpullback @JSinghF @cjsienna55 @Icon99558924 @PerryVered @JLadstone @OhRoyalOne… https://t.co/J0fZOEmJNs,86
86,0.4404,@BBC,0.734,0.0,0.266,"Better be another series of ‘Mum’, @BBC. Just sayin.",87
87,0.4019,@BBC,0.856,0.0,0.144,@DonaldFrump @Channel4News @BBC @BBCNewsnight Clearly nothing on BBC news summary on alexa. Only details on footbal… https://t.co/zDGP1iRd6m,88
88,0.0,@BBC,1.0,0.0,0.0,RT @andrewgmorton: @carolecadwalla @BBC People scoffed when independence campaigners picketed BBC Scotland in 2014. They’re not scoffing no…,89
89,0.3804,@BBC,0.834,0.0,0.166,"@gsthomsons @RobWetherill1 @ScotTories @Conservatives @BBCWorld @BBCNews @BBC More importantly, we'll need to find… https://t.co/nmqHCUPwKm",90
90,-0.7003,@BBC,0.736,0.264,0.0,RT @EdwardJDavey: Classic example of BBC bias against Lib Dems - report fails to mention today’s emergency debate was called by LibDems or…,91
91,0.0,@BBC,1.0,0.0,0.0,@therealktash @cdeaker @Robbie_Wallis1 @paul__johnson @BBCNews @BBC @Channel4News @afneil @AndrewMarr9… https://t.co/Cu4S19GCJw,92
92,-0.2732,@BBC,0.656,0.344,0.0,@DanielJHannan A new low for @BBC,93
93,0.0,@BBC,1.0,0.0,0.0,@MartinHeneghan Whenever I think of the @BBC @BBCNews I always think of them 'spouting dross',94
94,0.0,@BBC,1.0,0.0,0.0,@DonaldFrump @Channel4News @BBC @BBCNewsnight On Newsnight now.,95
95,0.4019,@BBC,0.838,0.0,0.162,@EdwardJDavey @MatthewGreen02 @BBCPolitics @BBC @bbconline Apparently there are only three parties. Labour Conservative and UKIP.,96
96,0.6973,@BBC,0.776,0.0,0.224,@BBC “Mum” please please continue with this ! It is going to be a big hit ! The son replaced! He cannot act ! Lesle… https://t.co/2kdqLP6xKW,97
97,0.34,@BBC,0.882,0.0,0.118,RT @oldmanbigkid: @AmandaauPecq @DonaldFrump @Channel4News @BBC @BBCNewsnight This is blatant and a conscious decision by the BBC to play t…,98
98,0.2158,@BBC,0.776,0.086,0.137,"Is Britannia ruling the waves @theresa_may ? For sure, not. https://t.co/AG1tMsH8J9 Be careful @INTERPOL_HQ  Theres… https://t.co/njSGY4K2cW",99
99,0.0,@BBC,1.0,0.0,0.0,"RT @oldmanbigkid: @DonaldFrump @Channel4News @BBC @BBCNewsnight I've listened to three BBC radio 2 news broadcasts since this evidence, and…",100
