,Compound,Name,Negative,Neutral,Positive,Tweet Text,Tweets Ago
64,0.0,@CNN,1.0,0.0,0.0,@CNN  https://t.co/F8IZ0uliZ6,265
65,0.0,@CNN,1.0,0.0,0.0,@eclipse2042 @Jerry65630132 @CNN You can't be that naive....https://t.co/4GBgu5eYXS,266
66,0.0,@CNN,1.0,0.0,0.0,"RT @TrumpWeTrust: @JamesS020770 “Approval is up 7 points overall since February, including 6-point increases among Republicans (from 80% to…",267
67,-0.2732,@CNN,0.706,0.188,0.106,"@CNN New leaders of the Democratic Party:
1) Hillary"" I rigged it and still lost"" Clinton
2) Hitler youth pushing g… https://t.co/7iUs72UVTx",268
68,-0.2732,@CNN,0.913,0.087,0.0,RT @CNN: Apple co-founder Steve Jobs warned about privacy issues in tech at a conference in 2010. Facebook's Mark Zuckerberg was in the aud…,269
69,-0.5795,@CNN,0.672,0.244,0.084,"RT @CaptainsLog2O18: I think we all agree that @CNN needs to stop having Rick Santorum on air

This douche canoe has nothing valuable to sh…",270
70,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,271
71,0.3987,@CNN,0.47,0.208,0.321,@CNN Trump rules!  CNN is fake news! Love it,272
72,0.0,@CNN,1.0,0.0,0.0,RT @CNN: US Ambassador to the UN Nikki Haley on Russia: Their “blatantly false narratives will not keep us from telling the world about Rus…,273
73,0.5209,@CNN,0.68,0.108,0.212,"RT @CNN: ""Never mind that an undereducated population is bad for democracy -- it's good for the GOP, and so Republicans are happy to embrac…",274
74,0.5209,@CNN,0.68,0.108,0.212,"RT @CNN: ""Never mind that an undereducated population is bad for democracy -- it's good for the GOP, and so Republicans are happy to embrac…",275
75,0.0,@CNN,1.0,0.0,0.0,@Doubtful2012 @Common_SenseUS @sebastian_byron @ryanstruyk @alexburnsNYT @CNN @realDonaldTrump Right. They can affo… https://t.co/v86bdZ5rwR,276
76,-0.3566,@CNN,0.885,0.115,0.0,"@MarkSZaidEsq @CNN This is why CNN really is no longer a *news* network.

They have devalued the phrase ""Breaking N… https://t.co/orgTflxSoY",277
77,0.128,@CNN,0.786,0.096,0.118,"RT @CNN: New CNN/SSRS poll: Should Robert Mueller be able to investigate Trump’s finances?
- Yes 67%
- No 28% https://t.co/Dsv7LUKRhG https…",278
78,0.0,@CNN,1.0,0.0,0.0,"@MaCQ9N @davidhogg111 LOL... @brianstelter is nothing but a tub of goo!  A BALD one. If you can get past that, you'… https://t.co/YyArJ3954a",279
79,0.0,@CNN,1.0,0.0,0.0,"RT @CNN: JUST IN: Nearly two thirds of Americans approve of President Trump's plan to meet with North Korean leader Kim Jong Un, according…",280
80,0.3612,@CNN,0.898,0.0,0.102,RT @CNN: An animation of Parkland shooting survivor Emma Gonzalez ripping the US Constitution in two went viral on social media. It's fake.…,281
81,0.1027,@CNN,0.773,0.105,0.123,@PopeSlanteyeIV @CNN Getting of the couch and walking will help in weight loss. Put down the Doritos and walk.,282
82,-0.1759,@CNN,0.909,0.091,0.0,@RealSaavedra Isn't this exactly what @DLoesch was saying when she called out @CNN for their bias in coverage!,283
83,0.0,@CNN,1.0,0.0,0.0,RT @CNN: Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year https://t.co/Zz9JvfXyD8 https…,284
84,0.4019,@CNN,0.876,0.0,0.124,RT @CNN: Most Americans say President Trump isn't doing enough to cooperate with special counsel Robert Mueller's investigation into Russia…,285
85,-0.5106,@CNN,0.842,0.158,0.0,RT @ElderLansing: One of these ignorant young so called activists said at the March for Our Lies( no misspell here folks) rally that guns d…,286
86,0.0,@CNN,1.0,0.0,0.0,@CNN Is your headline writer 12?,287
87,-0.5106,@CNN,0.842,0.158,0.0,RT @ElderLansing: One of these ignorant young so called activists said at the March for Our Lies( no misspell here folks) rally that guns d…,288
88,-0.5106,@CNN,0.842,0.158,0.0,RT @ElderLansing: One of these ignorant young so called activists said at the March for Our Lies( no misspell here folks) rally that guns d…,289
89,0.0,@CNN,1.0,0.0,0.0,@CNN He's  not handling the Russia investigation anymore.  He's drinking coffee while talking to Stormy for a living.,290
90,0.0,@CNN,1.0,0.0,0.0,"RT @TechCrunch: Facebook CEO Mark Zuckerberg may end up finally going before Congress to testify amid a wave of privacy debacles, reports @…",291
91,0.128,@CNN,0.786,0.096,0.118,"RT @CNN: New CNN/SSRS poll: Should Robert Mueller be able to investigate Trump’s finances?
- Yes 67%
- No 28% https://t.co/Dsv7LUKRhG https…",292
92,0.128,@CNN,0.786,0.096,0.118,"RT @CNN: New CNN/SSRS poll: Should Robert Mueller be able to investigate Trump’s finances?
- Yes 67%
- No 28% https://t.co/Dsv7LUKRhG https…",293
93,0.0258,@CNN,0.932,0.0,0.068,"RT @CNN: Hormone replacement may prevent belly fat in postmenopausal women, according to a new study https://t.co/fyYbOSWWfc",294
94,-0.4466,@CNN,0.853,0.147,0.0,"RT @17jordani: NO ES VENEZUELA, ES BARCELONA ESPAÑA Y LA VIOLENCIA POLICIAL @ListinDiario 
@nytimes 
@CNNEE 
@CNN 
@bbcmundo
@teleSURtv
@gu…",295
95,0.0,@CNN,1.0,0.0,0.0,@CNN https://t.co/oFSvXMkZtR,296
96,0.128,@CNN,0.786,0.096,0.118,"RT @CNN: New CNN/SSRS poll: Should Robert Mueller be able to investigate Trump’s finances?
- Yes 67%
- No 28% https://t.co/Dsv7LUKRhG https…",297
97,0.0,@CNN,1.0,0.0,0.0,"@CNN Speaking of superfluous weight, it’s about time to shed Rick Santorum ~ don’t you think?!",298
98,0.0,@CNN,1.0,0.0,0.0,@CNN This clown don’t be silent about anything. So why is he now. Found someone who go up against him. This clown 🤡 is the KING of tweeting.,299
99,0.0258,@CNN,0.932,0.0,0.068,"RT @CNN: Hormone replacement may prevent belly fat in postmenopausal women, according to a new study https://t.co/fyYbOSWWfc",300
